Item Label,URI,Citation URI,Project,Project URI,Context,Context [2],Context [3],Context [4],Context [5],Context [6],Context [7],Context URI,Latitude (WGS 84),Longitude (WGS 84),Early BCE/CE,Late BCE/CE,Item Category,icon,Thumbnail,Published Date,Updated Date,Consists of,Consists of [URI],Has type,Has type [URI],Has type [cidoc-crm-p2-has-type],Has type [cidoc-crm-p2-has-type] [URI],Consists of [cidoc-crm-p45-consists-of],Consists of [cidoc-crm-p45-consists-of] [URI],Fabric Category,Object Type [24-object-type],Object Type,Find Year,Main Fabric,Main Object Type
PC 20130011,http://opencontext.org/subjects/d7ba9181-854c-4537-9075-39616b6bfdc7,https://n2t.net/ark:/28722/k21v5t570,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A73,"2013, ID:665",Locus 2,https://opencontext.org/subjects/9eecacf0-3447-4458-85bc-eb7556c6266e,43.152966119878364,11.400420042191143,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130011-1.jpg,2017-10-04T04:25:12Z,2023-10-07T07:28:01Z,bucchero ware,https://vocab.getty.edu/aat/300387149,,,,,Bucchero,https://en.wikipedia.org/wiki/Bucchero,Bucchero,,Vessel,2013,Bucchero,Vessel
PC 19710797,http://opencontext.org/subjects/37f75dc0-ec8e-406a-1f7b-e60a87292bff,https://n2t.net/ark:/28722/k2xd0vz1h,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 18,"1971, ID:70",,https://opencontext.org/subjects/e06c5503-d300-4e11-9001-ba93c6f8fdaf,43.15348399740849,11.40176442628088,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,"https://iiif.archive.org/iiif/opencontext-24-19710797bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T09:02:18Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,acroteria,https://vocab.getty.edu/aat/300002214,Acroterion,https://en.wikipedia.org/wiki/Acroterion,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Akroterion,1971,Terracotta,Architectural
PC 19870135,http://opencontext.org/subjects/1a3adbec-bcb1-44dc-a599-c6bd1d26a1b2,https://n2t.net/ark:/28722/k27h1jk9x,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1987, ID:126",,https://opencontext.org/subjects/08d96c71-10e5-4c1e-245f-26d84bdc3426,43.152625599296464,11.40212265540989,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19870135bwjpg.jpg,2012-12-28T00:00:00Z,2024-02-01T01:09:55Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,pantile,https://vocab.getty.edu/aat/300010713,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Pan Tile,1987,Terracotta,Architectural
PC 19720041,http://opencontext.org/subjects/772e336a-6ecb-43bd-d68e-b4da112e45bd,https://n2t.net/ark:/28722/k2dz0726p,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 19,"1972, ID:77",,https://opencontext.org/subjects/8161df34-30a4-4b36-977f-ed68ea59ca5a,43.15348399740849,11.40176442628088,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19720041bwjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T20:20:29Z,bucchero ware,https://vocab.getty.edu/aat/300387149,,,,,Bucchero,https://en.wikipedia.org/wiki/Bucchero,Bucchero,,Vessel,1972,Bucchero,Vessel
PC 19760060,http://opencontext.org/subjects/7be61f03-a314-4a7b-7423-cc76a6452b3a,https://n2t.net/ark:/28722/k2cr6772w,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro Rectangle,Tesoro Rectangle 5,"1976, ID:278",,https://opencontext.org/subjects/41ec3704-2f60-4ca1-07c3-fbb954170f67,43.15345305081743,11.401577016305993,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-19760060illjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T03:54:31Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),spools,https://vocab.getty.edu/aat/300023528,,,,,Impasto,,Textile Related::Rocchetto,1976,Impasto,Textile Related
PC 20020063,http://opencontext.org/subjects/e6e742f0-e406-45f5-fec0-d10fd1639e10,https://n2t.net/ark:/28722/k2vm46w64,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 28,"2002, ID:487",Locus 19,https://opencontext.org/subjects/e060b005-610c-4adb-9209-e97e8f58c24b,43.15252211245803,11.401965844662225,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://artiraq.org/static/opencontext/poggio-civitate/thumbs/photos/20020063BOTTOM.jpg,2012-12-28T00:00:00Z,2024-02-01T03:23:57Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),whorls (spindle flywheels),https://vocab.getty.edu/aat/300263796,,,,,Impasto,,Textile Related::Spindle Whorl,2002,Impasto,Textile Related
PC 19820134,http://opencontext.org/subjects/6829f8e4-44d0-4c68-49b4-b38482ecc142,https://n2t.net/ark:/28722/k2wh2jd9z,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1982, ID:112",,https://opencontext.org/subjects/ddf93ae8-2cb7-4fc8-0d49-a204d6d19451,43.15264391492582,11.401773611574294,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-19820134bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T08:33:13Z,bronze (metal),https://vocab.getty.edu/aat/300010957,fibulae,https://vocab.getty.edu/aat/300209303,,,,,Bronze,,"Costume, Accessories::Fibula",1982,Bronze,"Costume, Accessories"
PC 20050049,http://opencontext.org/subjects/b55ce3bd-c062-42bb-63a2-fb51d9ad57eb,https://n2t.net/ark:/28722/k2t43p19n,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 30F,"2005, ID:550",Locus 9,https://opencontext.org/subjects/5bf532f0-3552-4d2e-9388-c8ea5cd8866a,43.15272706534183,11.401781899094145,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,"https://iiif.archive.org/iiif/opencontext-24-20050049bhgjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T16:49:14Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,acroteria,https://vocab.getty.edu/aat/300002214,Acroterion,https://en.wikipedia.org/wiki/Acroterion,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Akroterion,2005,Terracotta,Architectural
PC 19710044,http://opencontext.org/subjects/274c3c50-0f00-4886-5774-c971499c4429,https://n2t.net/ark:/28722/k2sf2rc7d,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 17,"1971, ID:68",,https://opencontext.org/subjects/a7f2ccbf-3a83-4aa0-2bd0-0e2e99900624,43.15357090650933,11.401507535311568,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-19710044illjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T04:06:54Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),spools,https://vocab.getty.edu/aat/300023528,,,,,Impasto,,Textile Related::Rocchetto,1971,Impasto,Textile Related
PC 19820064,http://opencontext.org/subjects/2cf3ce3f-cf70-4c6c-ace0-d05a05a3d999,https://n2t.net/ark:/28722/k2tb12v5b,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 25,"1982, ID:101",,https://opencontext.org/subjects/a9f9ad0a-3a54-49d5-21b1-2cb331f82966,43.15261799385181,11.401505958403506,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,"https://iiif.archive.org/iiif/opencontext-24-19820064illjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T14:25:58Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,pantile,https://vocab.getty.edu/aat/300010713,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Pan Tile,1982,Terracotta,Architectural
PC 20120139,http://opencontext.org/subjects/4b728652-3ca7-456c-8f87-50a778d324aa,https://n2t.net/ark:/28722/k2q52x450,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A73,"2012, ID:656",Locus 1,https://opencontext.org/subjects/95e78042-d456-4527-bc83-e71bdbe93282,43.15298095145773,11.400350030720109,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120139PROFILE.jpg,2017-10-04T04:33:22Z,2023-10-07T07:27:38Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,,,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Production Waste,2012,Terracotta,Production Waste
PC 19920002,http://opencontext.org/subjects/51605b30-f056-4682-a96d-4754fb0154d2,https://n2t.net/ark:/28722/k2gx48t2t,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1992, ID:139",,https://opencontext.org/subjects/8c6d0960-e44d-4c77-eb65-b1bf15b23c1c,43.15269237898965,11.401831958468978,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,"https://iiif.archive.org/iiif/opencontext-24-19920002bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T06:18:31Z,,,pottery (visual works),https://vocab.getty.edu/aat/300010666,,,,,Red Ware,,Vessel,1992,Red Ware,Vessel
PC 19880143,http://opencontext.org/subjects/5dfaccb9-96cc-4119-8abe-561eca86d1c1,https://n2t.net/ark:/28722/k2cv4gr0t,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1988, ID:130",,https://opencontext.org/subjects/c6841408-c4d0-4f1f-b163-0f093bd2ec6f,43.15264471284104,11.401867244615564,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,"https://iiif.archive.org/iiif/opencontext-24-19880143illustrationjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T21:32:00Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),pottery (visual works),https://vocab.getty.edu/aat/300010666,,,,,Impasto,,Vessel,1988,Impasto,Vessel
PC 20090051,http://opencontext.org/subjects/a01dbbaf-0224-4d19-0ce7-f53c52078c07,https://n2t.net/ark:/28722/k25m66568,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 50,"2009, ID:610",Locus 6,https://opencontext.org/subjects/cb9e3fb4-3630-4a54-a662-4002f63730d0,43.15268661544137,11.40170744737836,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,"https://iiif.archive.org/iiif/opencontext-24-20090051cjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T08:31:08Z,ceramic (material),https://vocab.getty.edu/aat/300235507,alabastra,https://vocab.getty.edu/aat/300198887,Alabastron,https://en.wikipedia.org/wiki/Alabastron,,,Other Ceramic,,Vessel,2009,Other Ceramic,Vessel
PC 19840133,http://opencontext.org/subjects/a46188ef-fb8f-41c2-a60b-59b0be16b6e0,https://n2t.net/ark:/28722/k21n82m3v,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1984, ID:117",,https://opencontext.org/subjects/ac23fdfa-a661-4eaf-5b68-64409f2dee3c,43.15262135795547,11.402040361718829,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19840133bwjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T22:35:03Z,,,aryballoi,https://vocab.getty.edu/aat/300198885,Aryballos,https://en.wikipedia.org/wiki/Aryballos,,,Italo-Corinthian Ware,,Vessel,1984,Italo-Corinthian Ware,Vessel
PC 19930056,http://opencontext.org/subjects/0f4a0114-7704-4281-8bc8-982cd9d76735,https://n2t.net/ark:/28722/k2bz6581s,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 21,"1993, ID:84",,https://opencontext.org/subjects/e82d1f24-bfad-49d7-7e19-007759d2e2c8,43.15276200347137,11.401481222894105,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19930056interiorjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T00:25:20Z,bucchero ware,https://vocab.getty.edu/aat/300387149,,,,,Bucchero,https://en.wikipedia.org/wiki/Bucchero,Bucchero,,Vessel,1993,Bucchero,Vessel
VdM20155022,http://opencontext.org/subjects/db62af10-a43a-4692-b3e1-592cd9adbea4,https://n2t.net/ark:/28722/k22j6qv3c,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Vescovado di Murlo,Upper Vescovado,Vescovado 7,"2015, ID:694",Locus 2,https://opencontext.org/subjects/94ce30ea-2279-41df-ae58-5e169e2ca5fe,43.17124117895292,11.391089634467809,-535,-50,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,https://storage.googleapis.com/opencontext-media/poggio-civitate/2023-media/thumbs/vdm-20155022-15-3-39.jpg,2017-10-04T04:43:32Z,2023-10-07T07:53:15Z,ceramic (material),https://vocab.getty.edu/aat/300235507,pottery (visual works),https://vocab.getty.edu/aat/300010666,,,,,Cream Ware|Black Gloss or Slip,,Vessel,2015,Cream Ware,Vessel
PC 19700347,http://opencontext.org/subjects/c5366a52-1050-4524-3209-6e0d43b156f9,https://n2t.net/ark:/28722/k2x062d3x,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 17,"1970, ID:67",,https://opencontext.org/subjects/85401603-a817-48c1-e331-9c63ba143cc9,43.1535318302878,11.401605215778954,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,"https://iiif.archive.org/iiif/opencontext-24-19700347illjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T04:18:03Z,bucchero ware,https://vocab.getty.edu/aat/300387149,,,,,Bucchero,https://en.wikipedia.org/wiki/Bucchero,Bucchero,,Vessel,1970,Bucchero,Vessel
PC 19670411,http://opencontext.org/subjects/040a28de-5bcc-471d-b8c6-7298a12eadf4,https://n2t.net/ark:/28722/k2st7dz82,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 1G,"1967, ID:516",,https://opencontext.org/subjects/7a31b205-c6d1-4d24-eba4-d93d5732e28a,43.15349748426239,11.40152934271436,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19670411illjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T16:15:41Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,acroteria,https://vocab.getty.edu/aat/300002214,Acroterion,https://en.wikipedia.org/wiki/Acroterion,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Akroterion,1967,Terracotta,Architectural
PC 19710353,http://opencontext.org/subjects/5a63b1c4-b1e4-4668-a87a-160b98ffa06c,https://n2t.net/ark:/28722/k2qr4sr0m,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 9,"1971, ID:58",,https://opencontext.org/subjects/68f8b3b3-83ac-4d34-d0d4-1bc8843bf767,43.153296469659104,11.402344817838209,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,"https://iiif.archive.org/iiif/opencontext-24-19710353jpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-02-01T00:56:55Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,cover tile,https://vocab.getty.edu/aat/300162681,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Cover Tile,1971,Terracotta,Architectural
PC 20000129,http://opencontext.org/subjects/85e7e635-761d-4086-cb5e-5572cc5ff355,https://n2t.net/ark:/28722/k26110q13,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 45,"2000, ID:414",,https://opencontext.org/subjects/77830f25-f564-4094-19b9-7db8aba08945,43.15331569376397,11.399403250215004,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,"https://iiif.archive.org/iiif/opencontext-24-20000129sidecjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T12:26:24Z,ceramic (material),https://vocab.getty.edu/aat/300235507,pottery (visual works),https://vocab.getty.edu/aat/300010666,,,,,Coarse Ware,,Vessel,2000,Coarse Ware,Vessel
PC 19710493,http://opencontext.org/subjects/956b2223-c9e4-4660-178a-66fcd9c106af,https://n2t.net/ark:/28722/k2nz8kq33,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro Rectangle,Tesoro Rectangle 13,"1971, ID:295",,https://opencontext.org/subjects/9f5d7919-2266-4617-40b9-45cafa9b178e,43.1530799046268,11.401230332001306,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-19710493illjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T03:04:39Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),whorls (spindle flywheels),https://vocab.getty.edu/aat/300263796,,,,,Impasto,,Textile Related::Spindle Whorl,1971,Impasto,Textile Related
PC 20040178,http://opencontext.org/subjects/c02050f0-5f10-4f85-ba2d-0fdb0971d74f,https://n2t.net/ark:/28722/k2j38qg6h,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 30B,"2004, ID:536",Locus 6,https://opencontext.org/subjects/b61c3950-3939-46a0-b0fa-a67cf8bb9cf8,43.152781058702566,11.401815559389721,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,"https://iiif.archive.org/iiif/opencontext-24-20040178cjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-02-01T03:21:01Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,waterspouts,https://vocab.getty.edu/aat/300248603,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Water Spout,2004,Terracotta,Architectural
PC 19710295,http://opencontext.org/subjects/e5b03a37-59f5-49df-7ddc-0e77ff25c596,https://n2t.net/ark:/28722/k2sx6898j,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 17,"1971, ID:68",,https://opencontext.org/subjects/a7f2ccbf-3a83-4aa0-2bd0-0e2e99900624,43.15352434563953,11.401468102860719,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,"https://iiif.archive.org/iiif/opencontext-24-19710295bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T12:30:07Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,acroteria,https://vocab.getty.edu/aat/300002214,Acroterion,https://en.wikipedia.org/wiki/Acroterion,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Akroterion,1971,Terracotta,Architectural
PC 20150044,http://opencontext.org/subjects/3d676e00-54b7-4efc-88d5-df75c238b607,https://n2t.net/ark:/28722/k29k4nj76,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 78,"2015, ID:701",Locus 2,https://opencontext.org/subjects/13448b88-db97-43cf-96c2-e025baeb56f3,43.152874687221725,11.400882677325717,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,,2017-10-04T04:35:26Z,2023-10-07T07:29:34Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,plaques (flat objects),https://vocab.getty.edu/aat/300010262,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Frieze Plaque,2015,Terracotta,Architectural
PC 19950077,http://opencontext.org/subjects/056e617e-691b-4a0a-b375-3e985ea21bc3,https://n2t.net/ark:/28722/k2mw2dd84,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 25,"1995, ID:106",,https://opencontext.org/subjects/e9425f5e-9aec-43f0-e0a9-2d64f97f5d2a,43.15275820382009,11.401172879986376,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,"https://iiif.archive.org/iiif/opencontext-24-19950077cbtjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T14:10:30Z,,,pottery (visual works),https://vocab.getty.edu/aat/300010666,,,,,Italo-Corinthian Ware,,Vessel,1995,Italo-Corinthian Ware,Vessel
PC 20120150,http://opencontext.org/subjects/346879e1-345a-4283-aab5-1b38c03dd638,https://n2t.net/ark:/28722/k2m61tg2t,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A72,"2012, ID:655",Locus 2,https://opencontext.org/subjects/67fba588-09b4-47dd-bf12-cb6e6abb50b8,43.15296364364157,11.40033596022068,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120150Profile.jpg,2017-10-04T04:28:35Z,2023-10-07T07:27:40Z,bucchero ware,https://vocab.getty.edu/aat/300387149,,,,,Bucchero,https://en.wikipedia.org/wiki/Bucchero,Bucchero,,Vessel,2012,Bucchero,Vessel
PC 20130078,http://opencontext.org/subjects/2cf57124-380c-4927-b5d8-0c1490498d41,https://n2t.net/ark:/28722/k2tm7hs3w,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A79,"2013, ID:664",,https://opencontext.org/subjects/2189b8ab-a4a5-490a-83dd-3b9c2e2385d2,43.152911043138,11.400349175199574,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130078-2.jpg,2017-10-04T04:25:24Z,2023-10-07T07:28:14Z,bronze (metal),https://vocab.getty.edu/aat/300010957,pins (fasteners),https://vocab.getty.edu/aat/300036423,,,,,Bronze,,Fastener::Pin,2013,Bronze,Fastener
PC 19990025,http://opencontext.org/subjects/f8cdee60-ce17-4399-035f-4be529d9ef5b,https://n2t.net/ark:/28722/k2833rx4d,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26 South,"1999, ID:365",,https://opencontext.org/subjects/646f3438-9bbf-46f1-71e9-0bec2e095ea4,43.15271647025471,11.401850366447041,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19990025cbtjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T02:34:39Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,kilns,https://vocab.getty.edu/aat/300022798,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Pyrotech Related::Forno / Oven,1999,Terracotta,Pyrotech Related
