label,uri,page_id,node_id,resource_pk,resource_id,preferred_canonical_for_page,gbif_id,gbif_rel_method,gbif_uri,gbif_can_name,gbif_vern_name
Centriscidae,http://eol.org/pages/5067,5067,62021587.0,Centriscidae,767.0,Centriscidae,,,,,
Siluriformes,http://eol.org/pages/5083,5083,62090964.0,Siluriformes,767.0,Siluriformes,,,,,
Ictaluridae,http://eol.org/pages/5099,5099,62094568.0,Ictaluridae,767.0,Ictaluridae,,,,,
Clariidae,http://eol.org/pages/5106,5106,62095110.0,Clariidae,767.0,Clariidae,,,,,
Triglidae,http://eol.org/pages/5121,5121,62091004.0,Triglidae,767.0,Triglidae,,,,,
Sebastidae,http://eol.org/pages/5125,5125,62091042.0,Sebastidae,767.0,Sebastidae,,,,,
Scorpaenidae,http://eol.org/pages/5126,5126,62091050.0,Scorpaenidae,767.0,Scorpaenidae,,,,,
Peristediidae,http://eol.org/pages/5131,5131,62091719.0,Peristediidae,767.0,Peristediidae,,,,,
Hexagrammidae,http://eol.org/pages/5138,5138,62092552.0,Hexagrammidae,767.0,Hexagrammidae,,,,,
Cyclopteridae,http://eol.org/pages/5144,5144,61397748.0,Cyclopteridae,767.0,Cyclopteridae,,,,,
Cottidae,http://eol.org/pages/5146,5146,62091899.0,Cottocomephoridae,767.0,Cottidae,,,,,
Cottidae,http://eol.org/pages/5146,5146,62091652.0,Comephoridae,767.0,Cottidae,,,,,
Cottidae,http://eol.org/pages/5146,5146,62092167.0,Abyssocottidae,767.0,Cottidae,,,,,
Cottidae,http://eol.org/pages/5146,5146,62091067.0,Cottidae,767.0,Cottidae,,,,,
Salmoniformes,http://eol.org/pages/5157,5157,61443665.0,Salmoniformes,767.0,Salmoniformes,,,,,
Salmonidae,http://eol.org/pages/5158,5158,62097803.0,Salmonidae,767.0,Salmonidae,,,,,
Polymixiiformes,http://eol.org/pages/5166,5166,62121772.0,Polymixiiformes,767.0,Polymixiiformes,,,,,
Polymixiidae,http://eol.org/pages/5167,5167,62121773.0,Polymixiidae,767.0,Polymixiidae,,,,,
Pleuronectiformes,http://eol.org/pages/5168,5168,61899338.0,Pleuronectiformes,767.0,Pleuronectiformes,,,,,
Pleuronectidae,http://eol.org/pages/5173,5173,62120792.0,Pleuronectidae,767.0,Pleuronectidae,,,,,
Paralichthyidae,http://eol.org/pages/5174,5174,62120815.0,Paralichthyidae,767.0,Paralichthyidae,,,,,
Cynoglossidae,http://eol.org/pages/5175,5175,62121359.0,Cynoglossidae,767.0,Cynoglossidae,,,,,
Perciformes,http://eol.org/pages/5184,5184,61452445.0,Perciformes,767.0,Perciformes,,,,,
Zoarcidae,http://eol.org/pages/5185,5185,62110334.0,Zoarcidae,767.0,Zoarcidae,,,,,
Sphyraenidae,http://eol.org/pages/5202,5202,62105671.0,Sphyraenidae,767.0,Sphyraenidae,,,,,
Sparidae,http://eol.org/pages/5203,5203,61452446.0,Sparidae,767.0,Sparidae,,,,,
Serranidae,http://eol.org/pages/5206,5206,62091924.0,Serranidae,767.0,Serranidae,,,,,
Sciaenidae,http://eol.org/pages/5211,5211,62099132.0,Sciaenidae,767.0,Sciaenidae,,,,,
Priacanthidae,http://eol.org/pages/5221,5221,62107978.0,Priacanthidae,767.0,Priacanthidae,,,,,
Pomatomidae,http://eol.org/pages/5258,5258,62105871.0,Pomatomidae,767.0,Pomatomidae,,,,,
Mugilidae,http://eol.org/pages/5287,5287,62113005.0,Mugilidae,767.0,Mugilidae,,,,,
Moronidae,http://eol.org/pages/5288,5288,62111086.0,Moronidae,767.0,Moronidae,,,,,
Malacanthidae,http://eol.org/pages/5292,5292,62113121.0,Malacanthidae,767.0,Malacanthidae,,,,,
Lutjanidae,http://eol.org/pages/5294,5294,62107888.0,Caesionidae,767.0,Lutjanidae,,,,,
Lutjanidae,http://eol.org/pages/5294,5294,62101811.0,Lutjanidae,767.0,Lutjanidae,,,,,
Labridae,http://eol.org/pages/5305,5305,62111776.0,Odacidae,767.0,Labridae,,,,,
Labridae,http://eol.org/pages/5305,5305,62106686.0,Scaridae,767.0,Labridae,,,,,
Labridae,http://eol.org/pages/5305,5305,62101814.0,Labridae,767.0,Labridae,,,,,
Embiotocidae,http://eol.org/pages/5327,5327,62110637.0,Embiotocidae,767.0,Embiotocidae,,,,,
Echeneidae,http://eol.org/pages/5331,5331,62108088.0,Echeneidae,767.0,Echeneidae,,,,,
Channidae,http://eol.org/pages/5349,5349,62113056.0,Channidae,767.0,Channidae,,,,,
Centrarchidae,http://eol.org/pages/5358,5358,62106353.0,Centrarchidae,767.0,Centrarchidae,,,,,
Carangidae,http://eol.org/pages/5361,5361,62114429.0,Carangidae,767.0,Carangidae,,,,,
Caproidae,http://eol.org/pages/5362,5362,62114039.0,Caproidae,767.0,Caproidae,,,,,
Anarhichadidae,http://eol.org/pages/5379,5379,62114862.0,Anarhichadidae,767.0,Anarhichadidae,,,,,
Ammodytidae,http://eol.org/pages/5381,5381,62114066.0,Ammodytidae,767.0,Ammodytidae,,,,,
Osmeriformes,http://eol.org/pages/5394,5394,61334274.0,Osmeriformes,767.0,Osmeriformes,,,,,
Osmeridae,http://eol.org/pages/5399,5399,62118020.0,Osmeridae,767.0,Osmeridae,,,,,
Ophidiiformes,http://eol.org/pages/5408,5408,61440885.0,Ophidiiformes,767.0,Ophidiiformes,,,,,
Lophiiformes,http://eol.org/pages/5448,5448,61438796.0,Lophiiformes,767.0,Lophiiformes,,,,,
Lophiidae,http://eol.org/pages/5455,5455,62098932.0,Lophiidae,767.0,Lophiidae,,,,,
Gadiformes,http://eol.org/pages/5496,5496,62091765.0,Gadiformes,767.0,Gadiformes,,,,,
Phycidae,http://eol.org/pages/5497,5497,62123869.0,Phycidae,767.0,Phycidae,,,,,
Gadidae,http://eol.org/pages/5503,5503,62091766.0,Gadidae,767.0,Gadidae,,,,,
